row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	api_coord_conf	best_coordinate_set	manually_qaed_record	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon	pvd_nhood	pvd_wards
234	2023-12-15	906966	22:02:00	Pedestrian	1	NA	FALSE	FALSE	1	SWAN ST	EDDY ST	2023-12-15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.80464	-71.40705	FALSE	FALSE	Swan Street and Eddy Street, Providence, RI, USA	NA	NA	FALSE	FALSE	Raw	41.80464	-71.40705	Lower South Providence	11
235	2023-12-16	907004	22:57:00	Pedestrian	1	NA	FALSE	FALSE	1	ALLENS AVE	TORONTO AVE	2023-12-17	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	5	1	Incapacitating	2	41.79262	-71.39719	FALSE	FALSE	Allens Ave and Toronto Ave, Providence, RI, USA	NA	NA	FALSE	FALSE	Raw	41.79262	-71.39719	Washington Park	10
236	2023-12-17	907020	18:31:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST.	BROAD ST	2023-12-17	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81443	-71.42115	FALSE	FALSE	Broad St. and Broad Street, Providence, RI, USA	NA	Raw	TRUE	FALSE	Raw	41.81443	-71.42115	West End	11
238	2023-12-20	907108	18:03:00	Bicycle	NA	1	FALSE	FALSE	1	Broad St.	FRICKER ST	2023-12-20	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81485	-71.4209	FALSE	FALSE	Broad St. and Fricker Street, Providence, RI, USA	NA	NA	FALSE	FALSE	Raw	41.81485	-71.4209	West End	11
239	2023-12-21	907142	20:24:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAINFIELD ST	HARTFORD AVE	2023-12-21	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81655	-71.4441	FALSE	FALSE	Plainfield Street and Hartford Ave, Providence, RI, USA	NA	NA	FALSE	FALSE	Raw	41.81655	-71.4441	Olneyville	15
240	2023-12-23	907172	02:41:00	Pedestrian	1	NA	FALSE	FALSE	1	EXIT 22 (RT 6)	ATWELLS AVE	2023-12-23	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Non-Incapacitating	NA	41.82308	-71.41968	FALSE	FALSE	Exit 22 (Rt 6) and Atwells Ave, Providence, RI, USA	NA	NA	FALSE	FALSE	Raw	41.82308	-71.41968	Federal Hill	1
242	2023-12-31	907371	19:20:00	Pedestrian	1	NA	FALSE	FALSE	1	N. MAIN ST.	ROCHAMBEAU AVE	2023-12-31	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	4	1	Fatal	NA	41.84676	-71.40505	FALSE	FALSE	N. Main St. and Rochambeau Ave, Providence, RI, USA	NA	NA	FALSE	FALSE	Raw	41.84676	-71.40505	Mount Hope	3
3726	2010-04-05	28067	17:55:00	Pedestrian	1	NA	FALSE	FALSE	1	ROOSEVELT ST	BANCROFT ST	4/5/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	2	41.81501	-71.44633	FALSE	FALSE	Roosevelt Street and Bancroft Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3727	2010-04-05	28087	05:53:00	Bicycle	NA	1	FALSE	FALSE	1	345 Blackstone Blvd	Butler drive	4/5/10	One-Way Trafficway	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	3	1	Complains Of Pain	2	41.84363	-71.38112	TRUE	FALSE	345 Blackstone Blvd, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3717	2010-04-12	28440	17:16:00	Bicycle	NA	1	FALSE	FALSE	1	PARK ST	PROMENADE ST	4/12/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.83395	-71.41587	FALSE	FALSE	Park Street and Promenade Street, Providence, RI, USA	Med	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3655	2010-06-30	33672	19:08:00	Bicycle	NA	1	FALSE	FALSE	1	PRUDENCE AVE	ETHAN ST	6/30/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Complains Of Pain	NA	41.80555	-71.45786	FALSE	FALSE	Prudence Ave and Ethan Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3616	2010-08-11	37205	17:32:00	Pedestrian	1	NA	FALSE	FALSE	1	HARTFORD AVE	PRIVATE PROPERTY	8/11/10	Two-Way , Not Divided	Dry	Daylight	Clear	Rear End(Front-to-Rear)	No	No Controls	5	1	Complains Of Pain	NA	41.82	-71.46876	FALSE	FALSE	Hartford Ave and Private Property, Providence, RI, USA	Med	Unknown	TRUE	FALSE	Unknown	NA	NA	NA	NA
3589	2010-09-20	41337	17:13:00	Pedestrian	1	NA	FALSE	FALSE	1	507 Public st.	NA	9/20/10	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	4	1	Incapacitating	NA	41.82357	-71.47113	TRUE	TRUE	507 Public St., Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3579	2010-09-29	42161	19:59:00	Pedestrian	1	NA	FALSE	FALSE	1	12 harvard ave	NA	9/29/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, Driver Left Scene	No Controls	2	1	Incapacitating	NA	41.80044	-71.40304	TRUE	TRUE	12 Harvard Ave, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3528	2010-12-03	48829	19:13:00	Pedestrian	1	NA	FALSE	FALSE	1	Prairie	Lockwood St.	12/3/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Incapacitating	NA	41.81763	-71.40458	FALSE	FALSE	Prairie and Lockwood St., Providence, RI, USA	Med	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3515	2010-12-17	50592	21:27:00	Pedestrian	1	NA	FALSE	FALSE	1	REGENT AVE	RIVER AVE	12/18/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Head-On (Front - to - Front)	No	Stop Signs	3	1	Non-Incapacitating	NA	41.83133	-71.43462	FALSE	FALSE	Regent Ave and River Ave, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3500	2011-01-10	53467	16:18:00	Pedestrian	1	NA	FALSE	FALSE	1	CHALKSTONE AVENUE	FERN STREET	1/10/11	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	2	1	Non-Incapacitating	2	41.82422	-71.43364	FALSE	FALSE	Chalkstone Avenue and Fern Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3491	2011-01-27	56483	15:19:00	Pedestrian	1	NA	FALSE	FALSE	1	593 public	NA	1/27/11	Two-Way , Not Divided	Snow	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82577	-71.41527	TRUE	TRUE	593 Public, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3483	2011-02-17	60663	15:25:00	Pedestrian	1	NA	FALSE	FALSE	1	1880 Westminster Street	Broadway/Valley Street	2/17/11	One-Way Trafficway	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Incapacitating	NA	41.82004	-71.43725	TRUE	FALSE	1880 Westminster Street, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3455	2011-04-04	66957	17:27:00	Bicycle	NA	1	FALSE	FALSE	1	BUTLER DR	RAY DR	4/4/11	One-Way Trafficway	Dry	Dawn	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.84294	-71.38179	FALSE	FALSE	Butler Dr and Ray Dr, Providence, RI, USA	Med	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3441	2011-04-21	69589	07:57:00	Bicycle	NA	1	FALSE	FALSE	1	DEAN ST	UNNAMED_42	4/21/11	Two-Way, Not Divided With a Continuous Left Turn Lane	Dry	Daylight	Clear	Rear End(Front-to-Rear)	No	No Controls	2	1	Non-Incapacitating	2	41.83007	-71.42745	FALSE	FALSE	Dean Street and Unnamed_42, Providence, RI, USA	Med	Unknown	TRUE	FALSE	Unknown	NA	NA	NA	NA
3421	2011-05-12	73024	08:53:00	Bicycle	NA	1	FALSE	FALSE	1	324 HOPE ST	ONLEY ST	5/12/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.83576	-71.41603	TRUE	FALSE	324 Hope Street, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3410	2011-06-03	76193	18:44:00	Pedestrian	1	NA	FALSE	FALSE	1	WEYBOSSET ST	RICHMOND ST	6/4/11	One-Way Trafficway	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Person	3	1	Complains Of Pain	NA	41.82307	-71.41098	FALSE	FALSE	Weybosset Street and Richmond Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3391	2011-06-29	79408	18:33:00	Pedestrian	1	NA	FALSE	FALSE	1	KIMBALL AVENUE	CHALKSTONE AVENUE	6/29/11	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, Driver Left Scene	Stop Signs	1	1	Incapacitating	2	41.82462	-71.41556	FALSE	FALSE	Kimball Avenue and Chalkstone Avenue, Providence, RI, USA	Med	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3383	2011-07-11	80760	21:15:00	Pedestrian	1	NA	FALSE	FALSE	1	280 Broad St.	NA	7/11/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Head-On (Front - to - Front)	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82503	-71.4148	TRUE	TRUE	280 Broad St., Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3327	2011-09-06	88804	20:13:00	Pedestrian	1	NA	FALSE	FALSE	1	Broad	Malborough	9/6/11	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Other	No	No Controls	6	1	Incapacitating	NA	41.83109	-71.4113	FALSE	FALSE	Broad and Malborough, Providence, RI, USA	Med	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3323	2011-09-16	91655	17:05:00	Pedestrian	1	NA	FALSE	FALSE	1	270 broad	NA	9/22/11	Unknown	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	2	1	Incapacitating	NA	41.82447	-71.40851	TRUE	TRUE	270 Broad, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3301	2011-10-11	95118	19:05:00	Bicycle	NA	1	FALSE	FALSE	1	RUGGLES ST	CHALKSTONE AVE	10/11/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Head-On (Front - to - Front)	Yes, M/V and Driver Left Scene	Stop Signs	2	1	Non-Incapacitating	NA	41.83616	-71.42824	FALSE	FALSE	Ruggles Street and Chalkstone Ave, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3282	2011-11-10	100629	11:15:00	Pedestrian	1	NA	FALSE	FALSE	1	ELMWOOD AVE	Lenox Ave	11/10/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	4	41.80357	-71.42571	FALSE	FALSE	Elmwood Ave and Lenox Ave, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3271	2011-11-29	104381	19:06:00	Pedestrian	1	NA	FALSE	FALSE	1	1025 Chalkstone Avenue	Tiffany Street	11/29/11	Two-Way , Not Divided	Wet	Dark - Lighted	Cloudy	Head-On (Front - to - Front)	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81901	-71.41835	TRUE	FALSE	1025 Chalkstone Avenue, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3258	2011-12-14	106786	18:09:00	Pedestrian	1	NA	FALSE	FALSE	1	CANTON STREET	LINTON STREET	12/14/11	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, M/V and Driver Left Scene	No Controls	3	1	Complains Of Pain	2	41.82998	-71.41313	FALSE	FALSE	Canton Street and Linton Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3233	2012-02-03	114979	12:18:00	Pedestrian	1	NA	FALSE	FALSE	1	Park Row	CANAL ST	2/3/12	One-Way Trafficway	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	Stop Signs	4	1	Complains Of Pain	NA	41.82669	-71.40949	FALSE	FALSE	Park Row and Canal Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3206	2012-03-14	121281	08:34:00	Pedestrian	1	NA	FALSE	FALSE	1	Adalaide	Niagra	3/14/12	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	1	1	Complains Of Pain	2	41.79849	-71.42627	FALSE	FALSE	Adalaide and Niagra, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3137	2012-06-13	134209	16:11:00	Pedestrian	1	NA	FALSE	FALSE	1	Chalkstone Avenue	Fallon Street	6/13/12	Two-Way , Not Divided	Wet	Daylight	Rain	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Complains Of Pain	2	41.81512	-71.43972	FALSE	FALSE	Chalkstone Avenue and Fallon Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3128	2012-06-20	135039	11:18:00	Bicycle	NA	1	FALSE	FALSE	1	HUNTINGTON AVENUE	PLYMOUTH AVENUE	6/20/12	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	3	1	Complains Of Pain	4	41.83763	-71.43363	FALSE	FALSE	Huntington Avenue and Plymouth Avenue, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3122	2012-06-26	135827	15:49:00	Bicycle	NA	1	FALSE	FALSE	1	Eddy St.	NA	6/26/12	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	0	No Injury	NA	41.83148	-71.41133	FALSE	TRUE	Eddy St., Providence, RI, USA	Inaccurate	Unknown	TRUE	FALSE	Unknown	NA	NA	NA	NA
3114	2012-07-04	136616	12:32:00	Bicycle	NA	1	FALSE	FALSE	1	MOUNT PLEASANT AVENUE	CHALKSTONE AVENUE	7/4/12	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	3	1	Complains Of Pain	2	41.81499	-71.37472	FALSE	FALSE	Mount Pleasant Avenue and Chalkstone Avenue, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3113	2012-07-07	137554	12:10:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAINFIELD ST	DUXBURY ST	7/13/12	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Complains Of Pain	NA	41.81067	-71.46221	FALSE	FALSE	Plainfield Street and Duxbury Street, Providence, RI, USA	Med High	Unknown	TRUE	FALSE	Unknown	NA	NA	NA	NA
3107	2012-07-13	137573	08:33:00	Pedestrian	1	NA	FALSE	FALSE	1	DORRANCE STREET	WEYBOSSET STREET	7/13/12	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	4	1	Complains Of Pain	2	41.82241	-71.41013	FALSE	FALSE	Dorrance Street and Weybosset Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3100	2012-07-20	138388	09:08:00	Pedestrian	1	NA	FALSE	FALSE	1	NORTH MAIN STREET	5TH STREET	7/20/12	Two-Way , Not Divided	Dry	Daylight	Cloudy	Other	No	Stop Signs	6	0	No Injury	4	41.8338	-71.41646	FALSE	FALSE	North Main Street and 5th Street, Providence, RI, USA	Med	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3101	2012-07-20	138398	12:23:00	Pedestrian	1	NA	FALSE	FALSE	1	622 ELMWOOD AVE	ELMWOOD AVE	7/20/12	Two-Way, Divided, Positive Median Barrier	Wet	Daylight	Cloudy	Other	Yes, M/V and Driver Left Scene	No Controls	2	0	No Injury	4	41.81023	-71.42382	TRUE	FALSE	622 Elmwood Ave, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3096	2012-07-25	139202	15:03:00	Bicycle	NA	1	FALSE	FALSE	1	Morning Star Row	NA	7/25/12	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.82998	-71.41106	FALSE	TRUE	Morning Star Row, Providence, RI, USA	Inaccurate	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3094	2012-07-28	139498	12:38:00	Bicycle	NA	NA	FALSE	FALSE	2	649 NORTH MAIN STREET	DOYLE AVENUE	7/28/12	Two-Way , Not Divided	Dry	Daylight	Clear	Rear End(Front-to-Rear)	Yes, M/V and Driver Left Scene	No Controls	2	0	No Injury	2	41.83618	-71.41545	TRUE	FALSE	649 North Main Street, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3092	2012-07-31	139794	11:49:00	Bicycle	NA	1	FALSE	FALSE	1	MANTON AVENUE	PELHAM STREET	7/31/12	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	2	0	No Injury	2	41.83201	-71.41745	FALSE	FALSE	Manton Avenue and Pelham Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3082	2012-08-10	141145	10:02:00	Bicycle	NA	1	FALSE	FALSE	1	Broad Street	Public ST	8/10/12	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.80632	-71.41148	FALSE	FALSE	Broad Street and Public Street, Providence, RI, USA	Med	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3072	2012-08-25	143693	16:15:00	Bicycle	NA	1	FALSE	FALSE	1	BERGEN STREET	ANDEM STREET	8/25/12	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	4	1	Non-Incapacitating	2	41.81534	-71.44597	FALSE	FALSE	Bergen Street and Andem Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3068	2012-08-30	144438	09:59:00	Bicycle	NA	1	FALSE	FALSE	1	COLLEGE STREET	MEMORIAL BLVD	8/30/12	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	5	0	No Injury	4	41.82955	-71.41802	FALSE	FALSE	College Street and Memorial Blvd, Providence, RI, USA	Med	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3045	2012-09-22	148519	16:43:00	Bicycle	NA	1	FALSE	FALSE	1	Atlantic ave	NIAGARA ST	9/22/12	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, Driver Left Scene	No Controls	2	1	Complains Of Pain	2	41.79939	-71.41615	FALSE	FALSE	Atlantic Ave and Niagara Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3043	2012-09-23	148592	01:40:00	Pedestrian	1	NA	FALSE	FALSE	1	HUXLEY AVE	EATON ST	9/23/12	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Other	No	No Controls	5	1	Complains Of Pain	NA	41.84348	-71.43322	FALSE	FALSE	Huxley Ave and Eaton Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3039	2012-09-25	149086	11:18:00	Bicycle	NA	1	FALSE	FALSE	1	400 WEST FOUNTAIN STREET	NA	9/25/12	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	3	0	Unknown	2	41.82602	-71.41884	TRUE	TRUE	400 West Fountain Street, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3026	2012-10-11	151754	07:45:00	Bicycle	NA	1	FALSE	FALSE	1	289 ELMWOOD AVENUE	MOORE STREET	10/11/12	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	4	1	Complains Of Pain	4	41.82955	-71.41802	TRUE	FALSE	289 Elmwood Avenue, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3012	2012-10-23	154371	12:42:00	Pedestrian	1	NA	FALSE	FALSE	1	WEYBOSSETT STREET	UNION STREET	10/23/12	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	3	1	Complains Of Pain	2	41.82555	-71.41804	FALSE	FALSE	Weybossett Street and Union Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3006	2012-10-30	155499	18:06:00	Pedestrian	1	NA	FALSE	FALSE	1	MOUNT PLEASANT AVENUE	CHALKSTONE AVENUE	10/30/12	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Complains Of Pain	2	41.81322	-71.44015	FALSE	FALSE	Mount Pleasant Avenue and Chalkstone Avenue, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
3002	2012-11-01	155781	10:00:00	Pedestrian	1	NA	FALSE	FALSE	1	386 SMITH STREET	NA	11/1/12	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	2	1	Complains Of Pain	2	41.82671	-71.41997	TRUE	TRUE	386 Smith Street, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
2993	2012-11-09	157338	19:08:00	Pedestrian	1	NA	FALSE	FALSE	1	HUXLEY AVE	EATON ST	11/9/12	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	NA	41.84375	-71.43317	FALSE	FALSE	Huxley Ave and Eaton Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
2989	2012-11-13	157706	08:31:00	Pedestrian	1	NA	FALSE	FALSE	1	963 CHALKSTONE AVENUE	HAROLD STREET	11/13/12	Two-Way , Not Divided	Wet	Daylight	Rain	Other	No	No Controls	4	1	Complains Of Pain	2	41.82671	-71.41997	TRUE	FALSE	963 Chalkstone Avenue, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
2982	2012-11-22	159346	02:11:00	Pedestrian	1	NA	FALSE	FALSE	1	S Main St	Tockwotton St	11/22/12	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	2	41.81756	-71.40069	FALSE	FALSE	S Main Street and Tockwotton Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
2979	2012-11-28	160081	07:15:00	Pedestrian	1	NA	FALSE	FALSE	1	155 CRANSTON STREET	NA	11/28/12	Two-Way , Not Divided	Ice/Frost	Daylight	Clear	Other	No	No Controls	3	1	Complains Of Pain	2	41.82672	-71.41981	TRUE	TRUE	155 Cranston Street, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
2980	2012-11-28	160201	11:39:00	Bicycle	NA	1	FALSE	FALSE	1	EDDY STREET	POINT STREET	11/28/12	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	6	1	Complains Of Pain	4	41.82477	-71.41987	FALSE	FALSE	Eddy Street and Point Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
2978	2012-11-29	160300	09:37:00	Pedestrian	2	NA	FALSE	FALSE	1	206 ELMWOOD AVENUE	NA	11/29/12	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	5	2	Complains Of Pain	NA	41.82597	-71.42112	TRUE	TRUE	206 Elmwood Avenue, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
2976	2012-12-04	161035	17:17:00	Pedestrian	1	NA	FALSE	FALSE	1	W EXCHANGE ST	W EXCHANGE ST EXIT 22A	12/4/12	Two-Way , Not Divided	Wet	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82485	-71.41611	FALSE	FALSE	W Exchange Street and W Exchange St Exit 22a, Providence, RI, USA	Med	Unknown	TRUE	FALSE	Unknown	NA	NA	NA	NA
2971	2012-12-09	161632	18:15:00	Pedestrian	1	NA	FALSE	FALSE	1	280 Broad St.	NA	12/9/12	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Incapacitating	NA	41.83072	-71.41787	TRUE	TRUE	280 Broad St., Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	NA	NA
