row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	api_coord_conf	best_coordinate_set	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon	pvd_nhood	pvd_wards	geoid20
3599	2010-09-13	40631	08:07:00	Pedestrian	5	NA	FALSE	FALSE	1	SMITH ST	PEMBROKE AVE	2010-09-13	Two-Way , Not Divided	Dry	Daylight	Cloudy	Other	No	No Controls	7	1	Complains Of Pain	NA	41.83657	-71.43125	FALSE	FALSE	Smith Street and Pembroke Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83657	-71.43125	Elmhurst	12	440070023002003
3600	2010-09-07	40100	19:16:00	Pedestrian	2	NA	FALSE	FALSE	1	316 Pocasset Ave.	UNION AVE	2010-09-07	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Rear - to - Side	No	No Controls	3	2	Complains Of Pain	NA	41.80617	-71.45729	TRUE	FALSE	316 Pocasset Ave., Providence, RI, USA	High	NA	FALSE	Raw	41.80617	-71.45729	Silver Lake	7	440070017002011
3601	2010-09-06	39997	17:37:00	Bicycle	NA	1	FALSE	FALSE	1	S MAIN ST	PACKET ST	2010-09-06	One-Way Trafficway	Dry	Daylight	Clear	Unknown	No	No Controls	3	1	Complains Of Pain	NA	41.82394	-71.40661	FALSE	FALSE	S Main Street and Packet Street, Providence, RI, USA	Med	Raw	FALSE	Raw	41.82394	-71.40661	Downtown	1	440070008003013
3602	2010-09-06	40999	22:08:00	Bicycle	NA	1	FALSE	FALSE	1	Point ST	RICHMOND ST	2010-09-07	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.81656	-71.40725	FALSE	FALSE	Point Street and Richmond Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81656	-71.40725	Downtown	1	440070006001024
3603	2010-09-04	39754	14:42:00	Bicycle	NA	1	FALSE	FALSE	1	GLENBRIDGE AVE	BARBARA ST	2010-09-04	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	3	1	Complains Of Pain	2	41.82086	-71.46099	FALSE	FALSE	Glenbridge Ave and Barbara Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82086	-71.46099	Hartford	7	440070018001017
3604	2010-09-03	39542	08:34:00	Pedestrian	1	NA	FALSE	FALSE	1	DOUGLAS AVE	CONCANNON ST	2010-09-03	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.85336	-71.43806	FALSE	FALSE	Douglas Ave and Concannon Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.85336	-71.43806	Wanskuck	14	440070028011022
3605	2010-09-02	39508	16:04:00	Pedestrian	1	NA	FALSE	FALSE	1	BENTON ST	APPLETON ST	2010-09-02	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82028	-71.44403	FALSE	FALSE	Benton Street and Appleton Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82028	-71.44403	Olneyville	15	440070019002005
3606	2010-09-01	39420	21:10:00	Pedestrian	1	NA	FALSE	FALSE	1	PUBLIC ST	BROAD ST	2010-09-01	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.80442	-71.41935	FALSE	FALSE	Public Street and Broad Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80442	-71.41935	Lower South Providence	11	440070004002006
3607	2010-08-30	39060	11:33:00	Bicycle	NA	1	FALSE	FALSE	1	Hawkins Street	Russo Street	2010-08-30	One-Way Trafficway	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	0	No Injury	NA	41.85119	-71.42069	FALSE	FALSE	Hawkins Street and Russo Street, Providence, RI, USA	Med	Raw	FALSE	Raw	41.85119	-71.42069	Charles	4	440070029005031
3608	2010-08-30	39065	13:58:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	HOUSTON ST	2010-08-30	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	3	1	Complains Of Pain	2	41.79976	-71.4166	FALSE	FALSE	Broad Street and Houston Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.79976	-71.4166	Elmwood	9	440070002001002
3609	2010-08-30	39183	12:55:00	Bicycle	NA	1	FALSE	FALSE	1	WHITFORD AVE	NELSON ST	2010-08-31	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Non-Incapacitating	2	41.83897	-71.44329	FALSE	FALSE	Whitford Ave and Nelson Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83897	-71.44329	Elmhurst	5	440070023004005
3610	2010-08-29	39201	18:38:00	Pedestrian	1	NA	FALSE	FALSE	1	BONANZA WAY	BONANZA WAY	2010-08-29	One-Way Trafficway	Dry	Daylight	Clear	Other	No	No Controls	2	1	Complains Of Pain	NA	41.8545	-71.40568	FALSE	FALSE	Bonanza Way and Bonanza Way, Providence, RI, USA	Med	Raw	TRUE	Raw	41.8545	-71.40568	Hope	3	440070033004011
3611	2010-08-28	38945	18:08:00	Bicycle	NA	1	FALSE	FALSE	1	WESTMINSTER ST	BAINBRIDGE AVE	2010-08-29	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.81608	-71.43539	FALSE	FALSE	Westminster Street and Bainbridge Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81608	-71.43539	West End	13	440070013001002
3612	2010-08-27	38735	11:29:00	Pedestrian	1	NA	FALSE	FALSE	1	850 MANTON AVE	NA	2010-08-27	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	2	1	Complains Of Pain	1	41.83371	-71.46772	TRUE	TRUE	850 Manton Ave, Providence, RI, USA	High	Raw	FALSE	Raw	41.83371	-71.46772	Manton	6	440070020002029
3613	2010-08-27	39315	08:05:00	Bicycle	NA	1	FALSE	FALSE	1	DOUGLAS AVE	WHIPPLE ST	2010-08-27	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Complains Of Pain	2	41.83685	-71.42154	FALSE	FALSE	Douglas Ave and Whipple Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83685	-71.42154	Smith Hill	12	440070026002009
3614	2010-08-26	38684	15:11:00	Pedestrian	1	NA	FALSE	FALSE	1	THAYER ST	CUSHING ST	2010-08-26	One-Way Trafficway	Dry	Daylight	Clear	Rear End(Front-to-Rear)	No	No Controls	3	1	Complains Of Pain	NA	41.82961	-71.40085	FALSE	FALSE	Thayer Street and Cushing Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82961	-71.40085	College Hill	2	440070036023007
3615	2010-08-25	38610	16:36:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	DORRANCE ST	2010-08-25	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Rain	Other	No	Traffic Control Signal	5	1	Non-Incapacitating	NA	41.82445	-71.41277	FALSE	FALSE	Washington Street and Dorrance Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82445	-71.41277	Downtown	1	440070008001052
3616	2010-08-11	37205	17:32:00	Pedestrian	1	NA	FALSE	FALSE	1	HARTFORD AVE	PRIVATE PROPERTY	2010-08-11	Two-Way , Not Divided	Dry	Daylight	Clear	Rear End(Front-to-Rear)	No	No Controls	5	1	Complains Of Pain	NA	41.82	-71.46876	FALSE	FALSE	Hartford Ave and Private Property, Providence, RI, USA	Med	Cannot be determined	FALSE	Raw	41.82	-71.46876	Hartford	7	440070018006006
3617	2010-08-11	37211	19:54:00	Pedestrian	1	NA	FALSE	FALSE	1	434 MOUNT PLEASANT AVE	NA	2010-08-11	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle - Direction Not Specified	No	No Controls	4	0	No Injury	NA	41.83958	-71.45195	TRUE	TRUE	434 Mount Pleasant Ave, Providence, RI, USA	High	Raw	FALSE	Raw	41.83958	-71.45195	Mount Pleasant	5	440070024006024
3618	2010-08-10	37015	16:59:00	Pedestrian	1	NA	FALSE	FALSE	1	N MAIN ST	WHITE ST	2010-08-10	Unknown	Dry	Daylight	Clear	Other	No	No Controls	3	1	Complains Of Pain	NA	41.85487	-71.4004	FALSE	FALSE	N Main Street and White Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.85487	-71.4004	Hope	3	440070033004006
3619	2010-08-07	36774	11:51:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	CYR ST	2010-08-07	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	2	1	Non-Incapacitating	NA	41.7871	-71.40255	FALSE	FALSE	Broad Street and Cyr Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.7871	-71.40255	Washington Park	10	440070001022004
3620	2010-08-07	36805	21:20:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	ACADEMY AVE	2010-08-07	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Unknown	Yes, M/V and Driver Left Scene	Unknown	1	1	Non-Incapacitating	NA	41.82478	-71.44342	FALSE	FALSE	Atwells Ave and Academy Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82478	-71.44342	Olneyville	15	440070019006002
3621	2010-08-07	36807	18:52:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	POTTERS AVE	2010-08-07	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.80314	-71.41896	FALSE	FALSE	Broad Street and Potters Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.80314	-71.41896	Lower South Providence	9	440070003022006
3622	2010-08-05	36644	15:15:00	Pedestrian	1	NA	FALSE	FALSE	1	BRANCH AVE	VEAZIE ST	2010-08-05	Two-Way , Not Divided	Dry	Daylight	Cloudy	Other	Yes, M/V and Driver Left Scene	Stop Signs	2	1	Complains Of Pain	2	41.85472	-71.4347	FALSE	FALSE	Branch Ave and Veazie Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.85472	-71.4347	Wanskuck	14	440070028021015
3623	2010-08-04	36587	15:05:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	HOMER ST	2010-08-04	Two-Way, Not Divided With a Continuous Left Turn Lane	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Non-Incapacitating	3	41.78884	-71.40402	FALSE	FALSE	Broad Street and Homer Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.78884	-71.40402	Washington Park	10	440070001021014
3624	2010-08-03	36400	18:15:00	Bicycle	NA	1	FALSE	FALSE	1	PRINCETON AVE	BROAD ST	2010-08-03	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	2	41.80547	-71.41978	FALSE	FALSE	Princeton Ave and Broad Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80547	-71.41978	Elmwood	9	440070003022002
3625	2010-08-02	36348	17:30:00	Pedestrian	2	NA	FALSE	FALSE	1	ELMWOOD AVE	PRINCETON AVE	2010-08-02	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	2	2	Complains Of Pain	4	41.80507	-71.4253	FALSE	FALSE	Elmwood Ave and Princeton Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80507	-71.4253	Elmwood	9	440070003023002
3626	2010-07-30	36082	08:40:00	Bicycle	NA	1	FALSE	FALSE	2	HOPE ST	LLOYD AVE	2010-07-30	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	2	1	Complains Of Pain	NA	41.83131	-71.39955	FALSE	FALSE	Hope Street and Lloyd Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83131	-71.39955	College Hill	2	440070036011005
3627	2010-07-30	36115	15:04:00	Bicycle	1	NA	FALSE	FALSE	1	AMHERST ST	JULIAN ST	2010-07-30	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Complains Of Pain	NA	41.82334	-71.44451	FALSE	FALSE	Amherst Street and Julian Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82334	-71.44451	Olneyville	15	440070019006008
3628	2010-07-30	36116	15:27:00	Bicycle	NA	1	FALSE	FALSE	1	LABAN ST	LAUREL HILL AVE	2010-07-30	Two-Way , Not Divided	Dry	Daylight	Clear	Rear End(Front-to-Rear)	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	2	41.81457	-71.45568	FALSE	FALSE	Laban Street and Laurel Hill Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81457	-71.45568	Silver Lake	7	440070016013003
3629	2010-07-29	36058	18:52:00	Pedestrian	1	NA	FALSE	FALSE	1	DABOLL ST	BUCKLIN ST	2010-07-29	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.80407	-71.42883	FALSE	FALSE	Daboll Street and Bucklin Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80407	-71.42883	West End	8	440070003011007
3630	2010-07-28	35875	09:15:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	PORTLAND ST	2010-07-28	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81415	-71.4213	FALSE	FALSE	Broad Street and Portland Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.81415	-71.4213	Upper South Providence	11	440070012001005
3631	2010-07-27	35730	08:35:00	Bicycle	NA	1	FALSE	FALSE	1	HARTFORD AVE	KING PHILIP ST	2010-07-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	2	41.81955	-71.4656	FALSE	FALSE	Hartford Ave and King Philip Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81955	-71.4656	Hartford	7	440070018006002
3632	2010-07-27	35789	17:25:00	Bicycle	NA	1	FALSE	FALSE	1	HARRIS AVE	ATWELLS AVE	2010-07-27	One-Way Trafficway	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	4	1	Complains Of Pain	2	41.82449	-71.43538	FALSE	FALSE	Harris Ave and Atwells Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82449	-71.43538	Olneyville	13	440070025003035
3633	2010-07-25	35599	15:11:00	Pedestrian	2	NA	FALSE	FALSE	1	CROWNINSHIELD ST	IDA ST	2010-07-25	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	2	Complains Of Pain	NA	41.81777	-71.45788	FALSE	FALSE	Crowninshield Street and Ida Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81777	-71.45788	Hartford	7	440070018004010
3634	2010-07-24	35500	21:10:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	THURBERS AVE	2010-07-24	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	2	41.7982	-71.41467	FALSE	FALSE	Broad Street and Thurbers Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.7982	-71.41467	Elmwood	9	440070002004003
3635	2010-07-24	35509	22:24:00	Pedestrian	1	NA	FALSE	FALSE	1	Broad Street	COMSTOCK AVE	2010-07-24	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	1	1	Incapacitating	NA	41.80953	-71.42094	FALSE	FALSE	Broad Street and Comstock Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.80953	-71.42094	Elmwood	11	440070004001002
3636	2010-07-24	35724	12:33:00	Bicycle	1	NA	FALSE	FALSE	1	MANTON AVE	CHAFFEE ST	2010-07-24	Two-Way , Not Divided	Dry	Daylight	Cloudy	Other	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.81844	-71.44528	FALSE	FALSE	Manton Ave and Chaffee Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81844	-71.44528	Olneyville	15	440070019002008
3637	2010-07-24	35928	22:33:00	Bicycle	NA	1	FALSE	FALSE	1	JOHN ST	BROOK ST	2010-07-28	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Complains Of Pain	NA	41.82177	-71.39849	FALSE	FALSE	John Street and Brook Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82177	-71.39849	Fox Point	1	440070037003003
3638	2010-07-22	35256	01:28:00	Pedestrian	1	NA	FALSE	FALSE	1	RICHMOND ST	FRIENDSHIP ST	2010-07-22	One-Way Trafficway	Dry	Dark - Lighted	Cloudy	Unknown	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Non-Incapacitating	NA	41.82023	-71.41111	FALSE	FALSE	Richmond Street and Friendship Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82023	-71.41111	Downtown	1	440070008003062
3639	2010-07-21	35223	12:50:00	Pedestrian	1	NA	FALSE	FALSE	1	CENTRAL ST	PEARL ST	2010-07-21	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Non-Incapacitating	NA	41.81502	-71.42132	FALSE	FALSE	Central Street and Pearl Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81502	-71.42132	West End	11	440070012001005
3640	2010-07-20	35248	17:55:00	Bicycle	1	NA	FALSE	FALSE	1	CHALKSTONE AVE	MANTON AVE	2010-07-21	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	2	41.83393	-71.46626	FALSE	FALSE	Chalkstone Ave and Manton Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83393	-71.46626	Manton	5	440070020002027
3641	2010-07-20	35302	16:45:00	Bicycle	NA	1	FALSE	FALSE	1	WESTMINSTER ST	PARADE ST	2010-07-22	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	2	41.81634	-71.43354	FALSE	FALSE	Westminster Street and Parade Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81634	-71.43354	West End	13	440070013001001
3642	2010-07-18	34961	08:54:00	Pedestrian	1	NA	FALSE	FALSE	1	HOPE ST	CYPRESS ST	2010-07-18	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Traffic Control Signal	4	1	Non-Incapacitating	NA	41.84102	-71.39899	FALSE	FALSE	Hope Street and Cypress Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.84102	-71.39899	Blackstone	3	440070032002012
3643	2010-07-16	34824	07:53:00	Pedestrian	1	NA	FALSE	FALSE	1	JILLSON ST	EDDY ST	2010-07-16	Two-Way , Not Divided	Wet	Daylight	Clear	Angle (Front - to - Side) Same Direction	No	Stop Signs	3	1	Complains Of Pain	NA	41.7914	-71.40344	FALSE	FALSE	Jillson Street and Eddy Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.7914	-71.40344	Washington Park	10	440070001014002
3644	2010-07-11	34393	20:36:00	Bicycle	NA	2	FALSE	FALSE	1	STATE HWY 10 N EXIT	PONTIAC AVE	2010-07-11	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Same Direction	Yes, M/V and Driver Left Scene	No Controls	2	2	Complains Of Pain	NA	41.78753	-71.43245	FALSE	FALSE	State Hwy 10 N Exit and Pontiac Ave, Providence, RI, USA	Med	Raw	FALSE	Raw	41.78753	-71.43245	Reservoir	8	440070015001008
3645	2010-07-10	34345	01:58:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	PENNSYLVANIA AVE	2010-07-10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	No	Pavement Markings	2	1	Complains Of Pain	2	41.79747	-71.41377	FALSE	FALSE	Broad Street and Pennsylvania Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.79747	-71.41377	Elmwood	9	440070002004004
3646	2010-07-08	34273	16:42:00	Bicycle	NA	1	FALSE	FALSE	1	PONTIAC AVE	RUTHERGLEN AVE	2010-07-09	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	2	1	Complains Of Pain	NA	41.78747	-71.43153	FALSE	FALSE	Pontiac Ave and Rutherglen Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.78747	-71.43153	Reservoir	8	440070015001009
3647	2010-07-07	34098	00:19:00	Pedestrian	1	NA	FALSE	FALSE	1	ALLENS AVE	ALLENS AVE EXIT	2010-07-07	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.80141	-71.4007	FALSE	FALSE	Allens Ave and Allens Ave Exit, Providence, RI, USA	Med	Neither	FALSE	Raw	41.80141	-71.4007	Lower South Providence	10	440070006001085
3648	2010-07-06	34138	17:13:00	Pedestrian	1	NA	FALSE	FALSE	1	fountain st	UNION ST	2010-07-07	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82437	-71.41499	FALSE	FALSE	Fountain Street and Union Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82437	-71.41499	Downtown	1	440070008001055
3649	2010-07-05	37276	14:42:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	EAST APPROACH	2010-08-12	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	41.82476	-71.41231	FALSE	FALSE	Washington Street and East Approach, Providence, RI, USA	Med	NA	FALSE	Raw	41.82476	-71.41231	Downtown	1	440070008001050
3650	2010-07-03	33960	23:15:00	Pedestrian	1	NA	FALSE	FALSE	1	MANTON AVE	PELHAM ST	2010-07-04	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Unknown	Yes, M/V and Driver Left Scene	No Controls	2	1	Fatal	NA	41.82064	-71.44747	FALSE	FALSE	Manton Ave and Pelham Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82064	-71.44747	Olneyville	15	440070019003027
3651	2010-07-02	34284	18:45:00	Pedestrian	1	NA	FALSE	FALSE	1	BUCKLIN ST	HAWTHORNE ST	2010-07-09	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	4	3	Complains Of Pain	2	41.80059	-71.42787	FALSE	FALSE	Bucklin Street and Hawthorne Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80059	-71.42787	West End	8	440070003012007
3652	2010-07-02	34562	13:35:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	SERVICE ROAD 7	2010-07-14	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.81962	-71.41982	FALSE	FALSE	Washington Street and Service Road 7, Providence, RI, USA	Med	NA	FALSE	Raw	41.81962	-71.41982	Federal Hill	13	440070011002017
3653	2010-07-02	36742	13:35:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON STREET	SERVICE ROAD 7	2010-07-03	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.81961	-71.41984	FALSE	FALSE	Washington Street and Service Road 7, Providence, RI, USA	Med	NA	FALSE	Raw	41.81961	-71.41984	Federal Hill	13	440070011002010
3654	2010-07-01	33731	10:24:00	Pedestrian	1	NA	FALSE	FALSE	1	Broadway	SERVICE ROAD 7	2010-07-01	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	3	1	Complains Of Pain	2	41.82178	-71.4208	FALSE	FALSE	Broadway and Service Road 7, Providence, RI, USA	Med	NA	FALSE	Raw	41.82178	-71.4208	Federal Hill	13	440070011002002
3655	2010-06-30	33672	19:08:00	Bicycle	NA	1	FALSE	FALSE	1	PRUDENCE AVE	ETHAN ST	2010-06-30	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Complains Of Pain	NA	41.80555	-71.45786	FALSE	FALSE	Prudence Ave and Ethan Street, Providence, RI, USA	Med High	Geocoded	FALSE	Amended	41.80650180000001	-71.460092	Silver Lake	7	440070017002006
3656	2010-06-30	33752	19:42:00	Pedestrian	1	NA	FALSE	FALSE	1	409 ATWELLS AVE	PIEDMONT ST	2010-07-01	Two-Way , Not Divided	Dry	Dusk	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82389	-71.43106	TRUE	FALSE	409 Atwells Ave, Providence, RI, USA	High	NA	FALSE	Raw	41.82389	-71.43106	Federal Hill	13	440070009001012
3657	2010-06-29	33619	18:37:00	Bicycle	NA	1	FALSE	FALSE	1	ADELAIDE AVE	BROAD ST	2010-06-29	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Opposite Direction	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.79884	-71.4155	FALSE	FALSE	Adelaide Ave and Broad Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.79884	-71.4155	Elmwood	9	440070002004000
3658	2010-06-26	33296	14:10:00	Pedestrian	1	NA	FALSE	FALSE	1	Hartford Ave	RT 6 West On ramp	2010-06-26	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Other	No	Traffic Control Signal	3	1	Incapacitating	NA	41.81703	-71.44756	FALSE	FALSE	Hartford Ave and Rt 6 West On Ramp, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.81703	-71.44756	Olneyville	15	440070016011003
3659	2010-06-24	33235	18:22:00	Pedestrian	1	NA	FALSE	FALSE	1	ALMA ST	CANDACE ST	2010-06-24	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Complains Of Pain	NA	41.83661	-71.42284	FALSE	FALSE	Alma Street and Candace Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.83661	-71.42284	Smith Hill	12	440070026002015
